transaction_date,buyer_first_name,buyer_last_name,buyer_location,buyer_date_of_birth,payment_method,quantity_purchased,product_code,sales_representative,gender
45386,Caroline,Jones,San Jose,26043,Cash,294,Pro10,Joseph Hill,Male
45426,Mark,Robinson,Houston,17149,Mobile Payment,323,Pro01,April Watkins,Male
45457,Raymond,Ward,Philadelphia,24010,Cash,447,Pro09,Travis Doyle,Male
45325,Pamela,Dodson,Phoenix,20209,Debit Card,259,Pro03,Tracy Lee,Male
45475,Kimberly,Day,San Jose,22509,Cash,357,Pro06,Sara Robertson,Male
45447,Angela,Robinson,Philadelphia,22726,Debit Card,243,Pro01,Travis Doyle,Male
45357,Wendy,Wong,San Diego,17938,Debit Card,468,Pro05,Joseph Hill,Male
45501,Wendy,Anderson,San Jose,16180,Cash,113,Pro10,Tracy Lee,Male
45293,Melissa,Barnes,New York,27567,Credit Card,92,Pro03,Sara Robertson,Male
45402,Edward,Avila,San Diego,34047,Cash,175,Pro06,Travis Doyle,Male
45421,Gina,Massey,San Antonio,17966,Debit Card,72,Pro02,Joseph Hill,Male
45379,Brandy,Lee,Phoenix,29802,Mobile Payment,151,Pro06,Joseph Hill,Male
45426,Lindsay,Turner,Philadelphia,31352,Debit Card,176,Pro05,April Watkins,Male
45365,Eric,Norman,San Diego,21529,Credit Card,100,Pro07,Travis Doyle,Male
45301,Christopher,Gutierrez,New York,37827,Cash,273,Pro08,Tracy Lee,Male
45393,David,Perez,Philadelphia,19527,Mobile Payment,217,Pro09,Sara Robertson,Male
45440,David,White,New York,19395,Credit Card,253,Pro08,Travis Doyle,Male
45354,Vicki,Moses,Dallas,19629,Debit Card,103,Pro08,Joseph Hill,Male
45478,Erin,Clark,Chicago,32785,Cash,246,Pro08,Tracy Lee,Male
45393,James,Turner,San Jose,19292,Credit Card,419,Pro08,Sara Robertson,Male
45436,Jacqueline,Gilbert,Los Angeles,20334,Mobile Payment,27,Pro06,Travis Doyle,Male
45316,Laura,Woodward,San Antonio,21579,Cash,440,Pro08,Joseph Hill,Male
45352,Claudia,Shea,Philadelphia,18589,Debit Card,331,Pro05,Joseph Hill,Male
45389,Ronald,Lyons,Philadelphia,36247,Debit Card,453,Pro07,April Watkins,Male
45373,Brett,Smith,Houston,25352,Debit Card,252,Pro04,Travis Doyle,Male
45343,Daniel,Williams,Chicago,17118,Mobile Payment,404,Pro02,Tracy Lee,Male
45358,Jack,Willis,San Diego,35118,Debit Card,353,Pro04,Sara Robertson,Male
45383,Scott,Oliver,San Jose,36069,Credit Card,12,Pro09,Travis Doyle,Male
45404,Daisy,Smith,Los Angeles,23946,Mobile Payment,247,Pro03,Joseph Hill,Male
45293,Melissa,Williams,San Diego,23614,Cash,19,Pro08,Tracy Lee,Male
45451,Dominique,Mueller,San Antonio,29941,Credit Card,173,Pro08,Sara Robertson,Male
45419,Peter,Gonzalez,Los Angeles,26561,Mobile Payment,27,Pro05,Travis Doyle,Male
45451,Brandy,Hall,Chicago,30192,Debit Card,21,Pro05,Joseph Hill,Male
45337,Joshua,Smith,Houston,38011,Cash,203,Pro05,Joseph Hill,Male
45407,Whitney,Hill,San Diego,26953,Credit Card,324,Pro05,April Watkins,Male
45408,Christine,Williams,San Diego,36300,Debit Card,313,Pro05,Travis Doyle,Male
45374,Tiffany,Gardner,San Antonio,30426,Debit Card,361,Pro09,Tracy Lee,Male
45404,Kristy,Williams,Philadelphia,21903,Debit Card,307,Pro07,Sara Robertson,Male
45314,Vanessa,Fernandez,New York,38141,Mobile Payment,275,Pro06,Travis Doyle,Male
45362,Crystal,Middleton,Phoenix,17415,Debit Card,205,Pro02,Joseph Hill,Male
45299,Victoria,Noble,San Diego,24248,Debit Card,397,Pro08,Tracy Lee,Male
45347,Barbara,Wilson,Houston,27021,Credit Card,483,Pro04,Sara Robertson,Female
45321,Calvin,Anderson,Chicago,23116,Credit Card,144,Pro06,Travis Doyle,Male
45319,Matthew,Hardy,San Antonio,18205,Cash,429,Pro02,Joseph Hill,Male
45365,Andrew,Martin,San Antonio,18510,Cash,451,Pro10,Joseph Hill,Male
45323,Jacob,Riddle,Houston,22863,Mobile Payment,359,Pro07,April Watkins,Male
45405,Rhonda,Moore,New York,28700,Mobile Payment,284,Pro09,Travis Doyle,Male
45479,Jonathan,Saunders,San Diego,33680,Cash,147,Pro01,Tracy Lee,Male
45355,Cathy,Hardy,Phoenix,30945,Credit Card,87,Pro04,Sara Robertson,Male
45416,Kimberly,Crawford,Philadelphia,33890,Credit Card,31,Pro03,Travis Doyle,Male
45301,Kelli,Allen,Phoenix,22590,Debit Card,354,Pro07,Joseph Hill,Male
45409,Frank,Richardson,Philadelphia,34881,Cash,155,Pro05,Tracy Lee,Male
45490,Stephen,Hernandez,Los Angeles,26954,Credit Card,405,Pro01,Sara Robertson,Male
45472,Thomas,Johnson,Houston,36949,Mobile Payment,218,Pro06,Travis Doyle,Male
45432,Elizabeth,Fox,Houston,17967,Mobile Payment,109,Pro04,Joseph Hill,Female
45504,Karen,Parsons,Los Angeles,36202,Debit Card,211,Pro05,Joseph Hill,Male
45445,Linda,Smith,Chicago,29505,Credit Card,388,Pro08,April Watkins,Female
45379,Amy,Jones,Houston,20355,Mobile Payment,99,Pro07,Travis Doyle,Male
45382,Rachel,Martin,Philadelphia,37601,Debit Card,292,Pro08,Tracy Lee,Male
45466,Gregory,Short,Los Angeles,36488,Debit Card,157,Pro08,Sara Robertson,Male
45299,Samantha,Spencer,San Diego,28297,Mobile Payment,103,Pro08,Travis Doyle,Male
45313,Kathleen,Walsh,Phoenix,18315,Debit Card,123,Pro08,Joseph Hill,Male
45436,Christopher,Davies,Phoenix,33160,Credit Card,409,Pro02,Tracy Lee,Male
45487,Timothy,Peters,Dallas,22734,Debit Card,407,Pro02,Sara Robertson,Male
45476,Megan,Brown,Philadelphia,31828,Credit Card,151,Pro02,Travis Doyle,Male
45361,Sharon,Smith,Dallas,35209,Debit Card,91,Pro08,Joseph Hill,Male
45428,Nancy,Carlson,Houston,16979,Cash,164,Pro03,Joseph Hill,Male
45357,Kyle,Cross,New York,36607,Mobile Payment,439,Pro06,April Watkins,Male
45333,Albert,Hernandez,San Diego,25382,Cash,478,Pro10,Travis Doyle,Male
45404,Christina,Wang,San Antonio,32527,Credit Card,104,Pro08,Tracy Lee,Male
45484,Rebecca,Clark,Dallas,20046,Debit Card,451,Pro08,Sara Robertson,Male
45337,Nancy,Dorsey,Los Angeles,19923,Cash,17,Pro01,Travis Doyle,Male
45295,Jessica,Ball,San Jose,21469,Debit Card,274,Pro05,Joseph Hill,Male
45502,Nancy,Valentine,San Antonio,31984,Cash,210,Pro02,Tracy Lee,Male
45366,Keith,Green,San Jose,21267,Mobile Payment,15,Pro06,Sara Robertson,Male
45306,Samuel,Graham,San Jose,36828,Mobile Payment,425,Pro08,Travis Doyle,Male
45333,Susan,Hopkins,Los Angeles,22891,Mobile Payment,318,Pro05,Joseph Hill,Female
45422,Taylor,Phillips,Phoenix,20812,Mobile Payment,428,Pro06,Joseph Hill,Male
45443,Whitney,Butler,San Jose,33059,Cash,252,Pro01,April Watkins,Male
45308,Jonathan,Houston,Dallas,18282,Debit Card,154,Pro10,Travis Doyle,Male
45362,Lori,Burgess,New York,21501,Debit Card,286,Pro06,Tracy Lee,Male
45303,Ashley,Castillo,San Jose,38125,Credit Card,295,Pro06,Sara Robertson,Male
45325,Courtney,Le,New York,23622,Mobile Payment,206,Pro08,Travis Doyle,Male
45455,Leslie,Wright,New York,34184,Mobile Payment,351,Pro04,Joseph Hill,Male
45454,Wendy,Washington,San Antonio,23556,Credit Card,192,Pro01,Tracy Lee,Male
45391,Cody,Richardson,San Diego,20484,Debit Card,174,Pro04,Sara Robertson,Male
45481,Victor,Short,Dallas,32523,Credit Card,47,Pro08,Travis Doyle,Male
45359,Michael,Cowan,Dallas,30572,Mobile Payment,214,Pro08,Joseph Hill,Male
45369,Paula,Watts,San Antonio,31571,Debit Card,305,Pro01,Joseph Hill,Male
45502,Kevin,Dougherty,Los Angeles,37067,Mobile Payment,126,Pro07,April Watkins,Male
45450,Timothy,Lewis,Chicago,16774,Debit Card,477,Pro05,Travis Doyle,Male
45328,Adam,Hoover,Houston,19591,Debit Card,403,Pro09,Tracy Lee,Male
45424,Jo,Gilmore,Chicago,30159,Mobile Payment,262,Pro06,Sara Robertson,Male
45479,Michele,Tapia,San Antonio,29903,Cash,191,Pro01,Travis Doyle,Male
45499,Megan,Fitzgerald,Houston,28323,Cash,496,Pro04,Joseph Hill,Male
45340,Breanna,Cabrera,New York,35455,Debit Card,265,Pro03,Tracy Lee,Male
45496,Audrey,Phelps,Houston,30374,Debit Card,465,Pro03,Sara Robertson,Male
45304,Lisa,Small,Phoenix,28516,Mobile Payment,54,Pro01,Travis Doyle,Male
45502,Gary,Wilson,Chicago,30581,Cash,292,Pro06,Joseph Hill,Male
45337,Katherine,Jensen,Chicago,25947,Mobile Payment,260,Pro03,Joseph Hill,Male
45292,Christine,Griffin,New York,27717,Credit Card,137,Pro03,April Watkins,Male
45456,Sally,Perkins,San Antonio,35506,Debit Card,416,Pro08,Travis Doyle,Male
45443,Kimberly,Little,Chicago,34165,Debit Card,138,Pro06,Tracy Lee,Male
45326,Gerald,Arroyo,Phoenix,31461,Debit Card,421,Pro07,Sara Robertson,Male
45371,Christopher,Garrett,Los Angeles,27050,Credit Card,159,Pro02,Travis Doyle,Male
45399,Michelle,Stone,Phoenix,37856,Debit Card,68,Pro03,Joseph Hill,Male
45498,Kristie,Wilson,Houston,19983,Credit Card,23,Pro04,Tracy Lee,Male
45326,Brian,Davis,New York,25405,Debit Card,159,Pro08,Sara Robertson,Male
45309,Angela,Alexander,San Jose,37727,Credit Card,498,Pro10,Travis Doyle,Male
45370,Michael,Shannon,Phoenix,25388,Credit Card,170,Pro02,Joseph Hill,Male
45474,Cole,Rice,Philadelphia,21320,Mobile Payment,398,Pro10,Joseph Hill,Male
45446,Mary,Rodriguez,San Diego,32109,Debit Card,49,Pro02,April Watkins,Female
45386,Benjamin,Murray,New York,31925,Credit Card,150,Pro09,Travis Doyle,Male
45310,Julie,Dougherty,Chicago,31268,Cash,222,Pro04,Tracy Lee,Male
45364,Michael,Castillo,Chicago,20862,Credit Card,463,Pro08,Sara Robertson,Male
45409,Paige,Nichols,San Jose,22391,Mobile Payment,288,Pro05,Travis Doyle,Male
45411,Mary,Tate,Phoenix,19334,Debit Card,176,Pro02,Joseph Hill,Female
45439,Brittany,Jones,Los Angeles,25357,Debit Card,296,Pro06,Tracy Lee,Male
45365,Victoria,Hutchinson,San Antonio,17808,Mobile Payment,265,Pro05,Sara Robertson,Male
45485,Carmen,Thompson,New York,38145,Debit Card,391,Pro09,Travis Doyle,Male
45417,Angie,Arnold,San Antonio,30439,Cash,39,Pro04,Joseph Hill,Male
45353,David,Warren,San Diego,16881,Debit Card,130,Pro10,Joseph Hill,Male
45473,Jesse,Randolph,Los Angeles,31561,Credit Card,100,Pro07,April Watkins,Male
45416,Jennifer,Galvan,San Diego,26738,Debit Card,452,Pro05,Travis Doyle,Female
45472,Tina,Davis,San Diego,20166,Credit Card,153,Pro09,Tracy Lee,Male
45437,Alyssa,Perez,New York,29523,Mobile Payment,260,Pro03,Sara Robertson,Male
45405,Timothy,Carpenter,San Diego,23505,Credit Card,31,Pro02,Travis Doyle,Male
45357,Troy,Carter,Chicago,37560,Debit Card,388,Pro07,Joseph Hill,Male
45504,Ralph,Cook,San Antonio,26238,Cash,45,Pro05,Tracy Lee,Male
45323,Kara,Gallegos,San Diego,35678,Mobile Payment,103,Pro06,Sara Robertson,Male
45416,Chad,Saunders,San Antonio,19684,Credit Card,315,Pro04,Travis Doyle,Male
45326,Natasha,Malone,San Antonio,29022,Mobile Payment,112,Pro10,Joseph Hill,Male
45299,Timothy,Moore,San Diego,35570,Credit Card,411,Pro07,Joseph Hill,Male
45415,Jeffrey,Williams,San Antonio,35585,Mobile Payment,215,Pro09,April Watkins,Male
45456,Erica,Fisher,San Diego,24459,Cash,487,Pro10,Travis Doyle,Male
45414,Roger,Waller,San Jose,33689,Credit Card,118,Pro07,Tracy Lee,Male
45401,Lindsay,Diaz,Phoenix,17503,Credit Card,456,Pro06,Sara Robertson,Male
45458,Margaret,Hernandez,Phoenix,34645,Cash,361,Pro03,Travis Doyle,Female
45497,Charles,Davis,San Antonio,27773,Debit Card,274,Pro10,Joseph Hill,Male
45430,Nathan,Newton,Dallas,32853,Debit Card,388,Pro04,Tracy Lee,Male
45474,Jennifer,James,Chicago,36120,Cash,92,Pro08,Sara Robertson,Female
45464,James,Peters,Phoenix,25133,Debit Card,196,Pro03,Travis Doyle,Male
45374,Russell,Wyatt,Philadelphia,19064,Mobile Payment,110,Pro05,Joseph Hill,Male
45302,Jeffery,Johnson,San Antonio,18339,Mobile Payment,218,Pro10,Joseph Hill,Male
45309,Margaret,Sparks,Dallas,21584,Cash,298,Pro04,April Watkins,Female
45386,Emily,Johnson,Los Angeles,17074,Cash,22,Pro07,Travis Doyle,Male
45444,Robert,Thomas,Dallas,26539,Debit Card,21,Pro07,Tracy Lee,Male
45489,Javier,Ellis,San Antonio,31433,Cash,13,Pro03,Sara Robertson,Male
45434,Heidi,Greene,New York,27792,Cash,103,Pro08,Travis Doyle,Male
45302,Joann,Bryant,Chicago,26988,Credit Card,140,Pro02,Joseph Hill,Male
45439,James,Reeves,San Antonio,27325,Debit Card,488,Pro06,Tracy Lee,Male
45501,Keith,Hernandez,Phoenix,22512,Mobile Payment,413,Pro10,Sara Robertson,Male
45446,Dana,Palmer,San Diego,18300,Mobile Payment,107,Pro03,Travis Doyle,Male
45412,Elijah,Thompson,New York,31649,Mobile Payment,438,Pro10,Joseph Hill,Male
45306,George,Myers,New York,28756,Mobile Payment,459,Pro03,Joseph Hill,Male
45479,Daniel,Johnston,Los Angeles,18463,Mobile Payment,387,Pro08,April Watkins,Male
45353,Charles,Orr,New York,18895,Debit Card,175,Pro04,Travis Doyle,Male
45413,Michael,Hale,Dallas,20686,Mobile Payment,336,Pro01,Tracy Lee,Male
45388,Ashley,Robertson,San Jose,17276,Mobile Payment,183,Pro03,Sara Robertson,Male
45464,Sandra,Wood,San Jose,37091,Mobile Payment,388,Pro07,Travis Doyle,Male
45374,Anthony,Hall,San Diego,38820,Mobile Payment,125,Pro04,Joseph Hill,Male
45303,Patrick,Rose,Dallas,38467,Cash,260,Pro02,Tracy Lee,Male
45325,Mario,Lawrence,San Diego,38443,Credit Card,392,Pro04,Sara Robertson,Male
45493,Louis,Nguyen,San Antonio,20743,Credit Card,475,Pro07,Travis Doyle,Male
45456,Nicole,Chambers,Philadelphia,29944,Credit Card,82,Pro06,Joseph Hill,Male
45423,Matthew,Gray,Dallas,17493,Credit Card,229,Pro09,Joseph Hill,Male
45409,Jill,Black,New York,28911,Debit Card,97,Pro05,April Watkins,Male
45361,Laura,Sanchez,San Diego,20610,Debit Card,61,Pro07,Travis Doyle,Male
45370,Donna,Johnson,Chicago,21408,Credit Card,242,Pro08,Tracy Lee,Male
45451,Mary,Fuller,New York,23463,Mobile Payment,73,Pro03,Sara Robertson,Female
45377,Megan,Gray,Philadelphia,38719,Mobile Payment,351,Pro06,Travis Doyle,Male
45332,Gary,Morales,San Jose,29003,Debit Card,203,Pro08,Joseph Hill,Male
45478,Adam,Bernard,Los Angeles,31008,Cash,21,Pro10,Tracy Lee,Male
45444,Brandi,Ryan,Los Angeles,31888,Debit Card,463,Pro09,Sara Robertson,Male
45468,Pamela,Parker,Dallas,17136,Debit Card,204,Pro02,Travis Doyle,Male
45349,Melissa,Proctor,San Jose,17346,Credit Card,293,Pro02,Joseph Hill,Male
45359,Briana,James,Los Angeles,35981,Debit Card,345,Pro02,Joseph Hill,Male
45482,Christine,Mcdonald,Chicago,28672,Debit Card,310,Pro04,April Watkins,Male
45367,Rhonda,Johnson,San Jose,37781,Mobile Payment,347,Pro04,Travis Doyle,Male
45477,Scott,Whitehead,San Antonio,32264,Debit Card,466,Pro07,Tracy Lee,Male
45352,Craig,Johnson,Phoenix,25911,Mobile Payment,114,Pro07,Sara Robertson,Male
45430,James,Mills,Dallas,35263,Cash,420,Pro02,Travis Doyle,Male
45430,David,Reynolds,San Antonio,16336,Credit Card,295,Pro07,Joseph Hill,Male
45430,Joseph,Crane,Dallas,22352,Cash,42,Pro07,Tracy Lee,Male
45468,Crystal,Sandoval,New York,38225,Cash,211,Pro10,Sara Robertson,Male
45319,Amy,Chen,Houston,20754,Cash,76,Pro07,Travis Doyle,Male
45427,Teresa,Sloan,San Antonio,29662,Mobile Payment,283,Pro01,Joseph Hill,Male
45426,Eugene,Smith,San Jose,23075,Cash,275,Pro10,Joseph Hill,Male
45410,Vincent,Barton,Dallas,21989,Cash,458,Pro08,April Watkins,Male
45347,Jason,Whitney,Los Angeles,28029,Debit Card,135,Pro03,Travis Doyle,Male
45347,Justin,Hall,San Antonio,28802,Debit Card,213,Pro04,Tracy Lee,Male
45484,Kim,Campbell,Los Angeles,20876,Credit Card,351,Pro04,Sara Robertson,Male
45473,Kaylee,Velasquez,Dallas,29025,Cash,10,Pro05,Travis Doyle,Male
45326,Charles,Brady,New York,36980,Credit Card,123,Pro07,Joseph Hill,Male
45500,Chloe,Aguilar,Chicago,35990,Cash,135,Pro08,Tracy Lee,Male
45425,Mike,Brooks,Philadelphia,35888,Debit Card,126,Pro09,Sara Robertson,Male
45480,Jacob,Reynolds,Chicago,28460,Credit Card,35,Pro02,Travis Doyle,Male
45492,Glenn,Jackson,San Jose,20547,Mobile Payment,103,Pro10,Joseph Hill,Male
45320,Chelsea,Davis,Philadelphia,25916,Mobile Payment,242,Pro08,Joseph Hill,Male
45325,Steven,Adams,San Jose,33197,Credit Card,468,Pro05,April Watkins,Male
45480,Laura,Hoffman,San Antonio,31669,Credit Card,11,Pro08,Travis Doyle,Male
45425,James,Compton,Phoenix,19574,Debit Card,317,Pro07,Tracy Lee,Male
45478,David,Dominguez,Los Angeles,16188,Credit Card,204,Pro07,Sara Robertson,Male
45310,Joshua,Miller,San Jose,17474,Debit Card,264,Pro02,Travis Doyle,Male
45376,Andrew,Roberts,New York,20402,Mobile Payment,493,Pro09,Joseph Hill,Male
45376,Doris,Brady,San Jose,29671,Mobile Payment,494,Pro01,Tracy Lee,Male
45371,Marcus,Brooks,Phoenix,34122,Cash,417,Pro01,Sara Robertson,Male
45421,Rick,Douglas,Los Angeles,33418,Credit Card,486,Pro02,Travis Doyle,Male
45466,Charles,Edwards,Chicago,35778,Credit Card,140,Pro01,Joseph Hill,Male
45385,Jeffrey,Smith,Houston,30117,Cash,275,Pro06,Joseph Hill,Male
45410,Jennifer,Jenkins,Phoenix,29742,Credit Card,417,Pro06,April Watkins,Female
45357,Keith,Lee,Chicago,35317,Debit Card,162,Pro08,Travis Doyle,Male
45337,Thomas,Underwood,Dallas,26150,Debit Card,153,Pro07,Tracy Lee,Male
45314,Ralph,West,Houston,27456,Credit Card,98,Pro07,Sara Robertson,Male
45393,Taylor,Luna,San Diego,33193,Mobile Payment,491,Pro03,Travis Doyle,Male
45501,Bobby,Watkins,New York,20467,Cash,371,Pro10,Joseph Hill,Male
45433,Rebecca,Mccullough,Dallas,33937,Mobile Payment,27,Pro04,Tracy Lee,Male
45385,Daniel,Burton,San Antonio,30950,Debit Card,302,Pro03,Sara Robertson,Male
45319,Tony,Ortega,Chicago,38227,Mobile Payment,427,Pro04,Travis Doyle,Male
45463,Michele,Lewis,New York,28299,Debit Card,193,Pro02,Joseph Hill,Male
45315,Susan,Taylor,Dallas,34149,Mobile Payment,194,Pro07,Joseph Hill,Female
45499,Caleb,Williams,Los Angeles,20640,Cash,219,Pro03,April Watkins,Male
45425,Reginald,Farley,Philadelphia,31484,Debit Card,210,Pro07,Travis Doyle,Male
45382,Jody,Jones,Phoenix,20998,Mobile Payment,477,Pro01,Tracy Lee,Male
45369,Jessica,Sandoval,San Diego,38479,Mobile Payment,313,Pro06,Sara Robertson,Male
45425,Albert,Smith,San Jose,16353,Credit Card,282,Pro05,Travis Doyle,Male
45466,Brian,Harris,Chicago,28257,Debit Card,362,Pro01,Joseph Hill,Male
45302,Kevin,Williams,Dallas,16570,Credit Card,119,Pro07,Tracy Lee,Male
45429,Andrew,Obrien,New York,34082,Cash,90,Pro04,Sara Robertson,Male
45481,Erik,Hernandez,Chicago,33181,Mobile Payment,320,Pro07,Travis Doyle,Male
45447,Ryan,Jones,San Antonio,33176,Credit Card,257,Pro10,Joseph Hill,Male
45482,Elizabeth,Davis,Houston,31186,Cash,88,Pro05,Joseph Hill,Female
45327,Ashley,Sullivan,San Diego,21697,Credit Card,21,Pro10,April Watkins,Male
45457,Marissa,Richard,Chicago,35017,Cash,498,Pro06,Travis Doyle,Male
45456,Angela,Walters,New York,28879,Debit Card,365,Pro08,Tracy Lee,Male
45325,Brittany,Phillips,San Diego,36278,Mobile Payment,133,Pro07,Sara Robertson,Male
45481,Alexis,Wilkerson,San Antonio,22085,Cash,251,Pro04,Travis Doyle,Male
45387,Gabriel,Chen,Phoenix,20988,Credit Card,103,Pro06,Joseph Hill,Male
45365,Patrick,Santos,Houston,34916,Debit Card,201,Pro06,Tracy Lee,Male
45492,Amanda,Baker,San Diego,31146,Cash,331,Pro06,Sara Robertson,Male
45386,Tracy,Bell,New York,36038,Cash,46,Pro10,Travis Doyle,Male
45305,Mark,Mcneil,Los Angeles,21639,Cash,309,Pro02,Joseph Hill,Male
45428,Joseph,Brown,San Jose,36737,Debit Card,227,Pro02,Joseph Hill,Male
45313,James,Hickman,San Diego,33126,Cash,350,Pro02,April Watkins,Male
45346,Daniel,Lewis,San Jose,21606,Mobile Payment,424,Pro05,Travis Doyle,Male
45338,Robert,Payne,Chicago,17446,Mobile Payment,440,Pro07,Tracy Lee,Male
45357,Jason,Saunders,Dallas,37794,Mobile Payment,334,Pro05,Sara Robertson,Male
45466,John,Carney,Philadelphia,26441,Mobile Payment,22,Pro02,Travis Doyle,Male
45408,Tamara,Holloway,San Diego,33177,Cash,171,Pro03,Joseph Hill,Male
45459,Brian,Rivera,New York,30870,Mobile Payment,140,Pro06,Tracy Lee,Male
45389,Adam,Gross,San Antonio,22352,Debit Card,159,Pro02,Sara Robertson,Male
45469,Donald,Bailey,Phoenix,28716,Credit Card,185,Pro10,Travis Doyle,Male
45409,Zachary,Pratt,Phoenix,19943,Credit Card,82,Pro10,Joseph Hill,Male
45473,Louis,Wheeler,Dallas,24418,Cash,201,Pro09,Joseph Hill,Male
45462,Adam,Becker,Houston,17544,Cash,236,Pro05,April Watkins,Male
45502,Brenda,Mendoza,San Jose,19016,Credit Card,105,Pro10,Travis Doyle,Female
45312,Tina,Oneill,San Diego,35976,Mobile Payment,360,Pro02,Tracy Lee,Male
45342,Brett,Allen,San Diego,29075,Mobile Payment,165,Pro02,Sara Robertson,Male
45300,Gabriel,Francis,San Antonio,30155,Credit Card,176,Pro10,Travis Doyle,Male
45329,Lance,Simmons,Dallas,32368,Mobile Payment,246,Pro09,Joseph Hill,Male
45503,Greg,Martin,San Antonio,29284,Mobile Payment,341,Pro06,Tracy Lee,Male
45328,Michelle,Wheeler,San Diego,28336,Cash,216,Pro10,Sara Robertson,Male
45361,Jennifer,Mendoza,Houston,23146,Debit Card,311,Pro08,Travis Doyle,Female
45309,Kayla,Cummings,Philadelphia,21105,Debit Card,390,Pro09,Joseph Hill,Male
45295,Anthony,Doyle,Philadelphia,26587,Debit Card,121,Pro03,Joseph Hill,Male
45406,Jonathon,Melendez,Philadelphia,33881,Credit Card,198,Pro09,April Watkins,Male
45442,Matthew,Harrison,Phoenix,29310,Cash,245,Pro04,Travis Doyle,Male
45467,John,Gonzalez,San Jose,36938,Credit Card,283,Pro01,Tracy Lee,Male
45342,Timothy,Carter,New York,35630,Mobile Payment,19,Pro08,Sara Robertson,Male
45421,Kimberly,Murray,San Jose,16171,Cash,391,Pro07,Travis Doyle,Male
45315,Crystal,Evans,San Diego,30818,Mobile Payment,175,Pro02,Joseph Hill,Male
45450,Eric,Campbell,Philadelphia,35008,Mobile Payment,177,Pro02,Tracy Lee,Male
45395,Thomas,Griffin,San Antonio,35926,Debit Card,232,Pro04,Sara Robertson,Male
45487,Kevin,Williams,New York,29315,Credit Card,309,Pro05,Travis Doyle,Male
45444,Kyle,Good,Phoenix,19473,Cash,248,Pro02,Joseph Hill,Male
45407,Stephanie,Silva,New York,18889,Credit Card,442,Pro08,Joseph Hill,Male
45457,Reginald,Johnson,New York,23938,Cash,334,Pro07,April Watkins,Male
45315,Lori,Woods,Dallas,34821,Debit Card,452,Pro06,Travis Doyle,Male
45449,Danielle,Wilkerson,Los Angeles,24579,Mobile Payment,166,Pro08,Tracy Lee,Male
45342,Sheri,Parker,San Jose,31484,Cash,77,Pro07,Sara Robertson,Male
45296,Travis,Kelly,Los Angeles,22932,Cash,193,Pro03,Travis Doyle,Male
45331,Nicholas,Smith,Houston,26986,Debit Card,73,Pro02,Joseph Hill,Male
45361,Marcia,Bradley,San Diego,29493,Debit Card,146,Pro09,Tracy Lee,Male
45350,Ronnie,Peters,San Diego,18519,Cash,13,Pro04,Sara Robertson,Male
45394,Danny,Crosby,Los Angeles,35111,Mobile Payment,244,Pro10,Travis Doyle,Male
45385,Christopher,Velazquez,Phoenix,26514,Credit Card,62,Pro06,Joseph Hill,Male
45357,Jake,Curtis,Los Angeles,29127,Mobile Payment,419,Pro01,Joseph Hill,Male
45476,Amanda,Wright,New York,34450,Credit Card,34,Pro06,April Watkins,Male
45362,Michelle,Williams,San Antonio,21443,Mobile Payment,238,Pro10,Travis Doyle,Male
45370,Amy,Gardner,Phoenix,28270,Credit Card,230,Pro05,Tracy Lee,Male
45494,Joseph,Moore,Houston,29113,Cash,73,Pro02,Sara Robertson,Male
45344,Sarah,Ewing,Phoenix,29286,Mobile Payment,114,Pro09,Travis Doyle,Male
45451,Lisa,Bell,San Jose,20173,Mobile Payment,409,Pro07,Joseph Hill,Male
45399,Jeremy,Murphy,San Jose,17746,Credit Card,85,Pro10,Tracy Lee,Male
45391,David,Reynolds,San Jose,27908,Cash,327,Pro03,Sara Robertson,Male
45367,Jennifer,Joseph,Phoenix,23898,Debit Card,267,Pro05,Travis Doyle,Female
45423,Howard,Summers,New York,38597,Debit Card,119,Pro04,Joseph Hill,Male
45342,Robyn,Bates,San Diego,31670,Debit Card,194,Pro01,Joseph Hill,Male
45374,Kevin,Robbins,New York,24958,Cash,429,Pro05,April Watkins,Male
45424,James,Nielsen,Houston,28468,Cash,356,Pro06,Travis Doyle,Male
45304,Denise,Smith,Los Angeles,19969,Credit Card,145,Pro04,Tracy Lee,Male
45367,Jo,Jimenez,Houston,33485,Credit Card,151,Pro09,Sara Robertson,Male
45414,Christopher,Graham,New York,32386,Credit Card,476,Pro08,Travis Doyle,Male
45437,Caleb,Stafford,Dallas,33183,Credit Card,445,Pro10,Joseph Hill,Male
45457,Denise,Holmes,San Antonio,30728,Credit Card,163,Pro08,Tracy Lee,Male
45303,Michelle,Sparks,Houston,30221,Credit Card,434,Pro07,Sara Robertson,Male
45396,Kelsey,Johnston,Houston,18216,Credit Card,362,Pro08,Travis Doyle,Male
45329,Keith,Washington,Houston,32526,Cash,74,Pro05,Joseph Hill,Male
45414,Jamie,James,Phoenix,29902,Cash,335,Pro02,Joseph Hill,Male
45504,Ernest,Jones,San Antonio,18716,Debit Card,458,Pro01,April Watkins,Male
45458,Javier,Phillips,Philadelphia,28321,Debit Card,101,Pro08,Travis Doyle,Male
45472,Valerie,Davis,San Jose,28406,Mobile Payment,472,Pro07,Tracy Lee,Male
45329,Nicholas,Price,San Jose,29336,Cash,106,Pro06,Sara Robertson,Male
45442,Steven,Gutierrez,Phoenix,31734,Debit Card,191,Pro10,Travis Doyle,Male
